FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Label
image-421,5,729,35,29,361,12.233924466338259,
image-421,6,456,36,32,512,12.43810668791597,
image-421,7,122,37,27,781,12.026965214031373,
image-421,8,27,67,210,1123,10.020970127181307,
image-422,0,1171,26,125,37,11.29245283018868,
image-422,1,1045,28,42,103,12.318353118522706,
image-422,2,682,30,31,191,12.619279773650867,
image-422,3,652,37,536,560,10.80952380952381,
image-422,4,468,37,31,585,12.495954182181906,
image-422,5,438,37,390,774,12.862068965517242,
image-422,6,225,36,25,802,12.700916785966259,
image-422,7,62,40,26,1070,10.859502068408839,
image-422,8,38,80,333,1171,9.439024390243903,
image-423,0,847,214,224,359,15.73913043478261,
image-423,1,496,39,25,407,12.651674785482498,
image-423,2,374,39,25,743,12.87707336523126,
image-423,3,345,42,436,869,12.384615384615385,
image-423,4,132,44,26,896,12.653373173687328,
image-423,5,51,100,338,1159,9.783783783783784,
image-423,6,18,100,663,1193,12.333333333333334,
image-424,0,1170,32,736,41,10.666666666666666,
image-424,1,1167,119,123,44,10.528301886792454,
image-424,2,680,30,31,103,12.42530198102965,
image-424,3,557,29,36,561,12.722598522167488,
image-424,4,528,30,627,685,11.916666666666666,
image-424,5,253,28,34,710,12.617295321614053,
image-424,6,102,28,34,985,12.071166297334006,
image-424,7,42,94,304,1169,9.571428571428571,
image-425,0,639,218,564,462,1.6363636363636365,
image-425,1,1049,224,558,59,1.6363636363636365,
image-425,2,586,311,474,580,2.142857142857143,
image-425,3,572,500,281,536,1.7272727272727273,
image-425,4,939,499,283,162,1.8,
image-425,5,590,591,193,573,2.2857142857142856,
image-426,0,1169,35,117,40,11.09748427672956,
image-426,1,1104,39,33,108,13,
image-426,2,557,31,28,137,12.292628915738595,
image-426,3,316,29,40,679,12.304389894512571,
image-426,4,43,28,32,925,12.403761786774446,
image-427,0,1169,276,275,44,10.826086956521738,
image-427,1,1170,731,31,38,12.666666666666666,
image-427,2,1104,36,33,107,11.98360655737705,
image-427,3,1074,38,528,138,12.31578947368421,
image-427,4,861,35,32,166,12.500214430014198,
image-427,5,801,37,41,377,12.11780303030303,
image-427,6,406,29,32,439,12.634136587227697,
image-427,7,376,29,35,836,12.689655172413794,
image-427,8,42,29,38,866,12.405231814538494,
image-428,0,1170,27,125,38,11.264150943396228,
image-428,1,893,28,33,104,12.629425750928181,
image-428,2,863,36,683,348,11.571428571428571,
image-428,3,467,31,32,376,12.336456300147658,
image-428,4,256,35,32,771,12.561865047954084,
image-428,5,195,37,31,984,12.9304865938431,
image-428,6,165,39,450,1049,12.958333333333334,
image-428,7,42,35,29,1074,12.543442311862938,
image-429,0,1169,269,282,43,10.826086956521738,
image-429,1,1170,724,40,40,12,
image-429,2,1105,30,42,106,12.338983050847459,
image-429,3,679,30,34,136,12.524864928685178,
image-429,4,648,35,684,563,13.5,
image-429,5,285,34,33,590,12.47026857457452,
image-429,6,194,38,34,953,12.246464646464645,
image-429,7,73,40,31,1046,12.357172002510985,
image-429,8,42,39,581,1170,12.857142857142858,
image-430,0,1173,34,729,39,12.333333333333334,
image-430,1,1171,124,116,41,10.566037735849056,
image-430,2,1077,39,30,99,13.161401098901099,
image-430,3,924,35,29,161,12.905461393596989,
image-430,4,894,36,598,319,11.857142857142858,
image-430,5,864,78,32,345,12.321428571428571,
image-430,6,711,36,31,377,11.87621502125081,
image-430,7,681,35,703,530,12.4,
image-430,8,650,77,33,560,13.26923076923077,
image-430,9,620,36,677,594,12.428571428571429,
image-430,10,497,33,673,642,8.558249158249158,
image-430,11,482,67,705,736,9.333333333333334,
image-430,12,490,140,544,642,8.901348651348652,
image-430,13,498,265,415,642,8.702918192918194,
image-430,14,567,527,167,647,8.833333333333334,
image-430,15,491,397,167,662,8.640017760017761,
image-430,16,505,655,39,662,8.72348484848485,
image-430,17,423,178,583,787,9.75,
image-430,18,394,178,581,818,10.25,
image-430,19,363,178,581,850,10.25,
image-430,20,331,178,583,879,9.75,
image-430,21,422,304,455,789,10.25,
image-430,22,391,305,454,819,10.25,
image-430,23,362,305,456,850,9.75,
image-430,24,332,314,471,880,15,
image-430,25,422,427,322,789,10.2,
image-430,26,393,426,323,817,10.2,
image-430,27,362,427,322,849,10.2,
image-430,28,331,426,323,879,10.2,
image-430,29,423,558,201,789,10.25,
image-430,30,393,559,202,819,9.75,
image-430,31,362,557,202,849,10.25,
image-430,32,331,569,218,882,13,
image-430,33,391,680,70,789,9.8,
image-430,34,362,682,73,850,9,
image-430,35,331,680,72,880,9.6,
image-430,36,280,289,203,931,10.266666666666667,
image-430,37,230,72,703,981,12.5,
image-430,38,230,178,583,981,9.75,
image-430,39,200,179,582,1009,9.75,
image-430,40,170,179,584,1042,9.25,
image-430,41,139,177,582,1072,10.25,
image-430,42,109,176,583,1102,10.25,
image-430,43,231,313,472,982,15,
image-430,44,108,303,454,1041,10.083333333333334,
image-430,45,230,426,323,981,10.2,
image-430,46,200,426,323,1010,10.2,
image-430,47,170,427,323,1041,10,
image-430,48,139,427,322,1072,10.2,
image-430,49,108,425,324,1103,10.2,
image-430,50,232,567,220,982,13,
image-430,51,200,570,217,1014,13,
image-430,52,169,559,202,1041,9.75,
image-430,53,139,560,201,1071,9.75,
image-430,54,108,559,200,1101,10.25,
image-430,55,109,679,68,981,9.8,
image-430,56,55,360,258,1155,10.705882352941176,
image-431,0,1173,272,281,39,10.73913043478261,
image-431,1,1174,728,34,34,12.666666666666666,
image-431,2,1114,634,36,96,11.818181818181818,
image-431,3,1069,38,670,146,8.363636363636363,
image-431,4,1005,35,547,150,8.381835988085989,
image-431,5,978,37,672,224,8.303030303030305,
image-431,6,989,183,592,227,8.333333333333334,
image-431,7,997,259,423,156,8.703492063492064,
image-431,8,1006,390,292,156,8.73916083916084,
image-431,9,992,521,170,147,8.972041847041847,
image-431,10,1006,652,42,156,8.837121212121211,
image-431,11,752,70,707,459,11.5,
image-431,12,920,176,583,290,10.25,
image-431,13,890,177,586,321,9.25,
image-431,14,859,174,585,351,10.25,
image-431,15,828,176,573,382,8.5,
image-431,16,799,176,587,411,9.25,
image-431,17,769,176,585,441,9.75,
image-431,18,736,175,586,473,9.75,
image-431,19,708,176,585,502,9.75,
image-431,20,919,299,427,289,9.25,
image-431,21,861,300,458,320,10.25,
image-431,22,830,299,456,380,11.25,
image-431,23,770,300,458,410,10,
image-431,24,736,301,458,472,10.25,
image-431,25,709,301,458,502,10.25,
image-431,26,919,422,294,288,9.333333333333334,
image-431,27,892,422,328,319,10,
image-431,28,861,424,328,349,9.6,
image-431,29,830,424,328,380,9.6,
image-431,30,800,423,329,409,9.6,
image-431,31,770,422,328,441,10,
image-431,32,740,422,325,470,10.6,
image-431,33,709,423,324,502,10.6,
image-431,34,921,554,171,287,9.375,
image-431,35,893,556,203,318,10.25,
image-431,36,862,556,203,349,10.25,
image-431,37,832,556,203,378,10.25,
image-431,38,801,556,203,409,10.25,
image-431,39,771,556,203,440,10.25,
image-431,40,741,556,203,470,10.25,
image-431,41,710,556,206,501,9.5,
image-431,42,710,678,71,287,9.850000000000001,
image-431,43,656,295,206,556,10.678571428571429,
image-431,44,610,176,585,600,9.75,
image-431,45,581,175,584,629,10.25,
image-431,46,550,176,583,661,10.25,
image-431,47,581,301,457,598,10.25,
image-431,48,551,302,459,658,9.75,
image-431,49,613,422,328,597,10,
image-431,50,583,422,328,628,10,
image-431,51,553,423,327,658,10,
image-431,52,613,555,206,598,9.75,
image-431,53,583,553,206,627,10.25,
image-431,54,553,555,206,658,9.75,
image-431,55,582,676,73,597,10,
image-431,56,553,675,74,658,10.2,
image-431,57,479,354,262,732,10.431372549019608,
image-431,58,434,172,586,777,10.5,
image-431,59,403,172,587,808,10.25,
image-431,60,435,300,462,777,9.5,
image-431,61,403,296,459,806,11.25,
image-431,62,435,423,330,776,9.4,
image-431,63,405,421,329,806,10,
image-431,64,436,554,207,775,9.75,
image-431,65,406,554,207,805,9.75,
image-431,66,406,676,72,774,10,
image-431,67,332,286,203,881,10.724137931034482,
image-431,68,238,70,704,971,13,
image-431,69,285,173,586,925,10.25,
image-431,70,255,174,587,956,9.75,
image-431,71,225,175,586,985,9.75,
image-431,72,226,300,459,924,10,
image-431,73,288,421,329,922,10,
image-431,74,257,424,328,954,9.6,
image-431,75,226,421,329,983,10,
image-431,76,289,554,205,922,10.25,
image-431,77,258,555,206,954,9.75,
image-431,78,228,553,206,982,10.25,
image-431,79,258,677,73,922,9.9,
image-431,80,229,677,73,982,10,
image-431,81,174,357,263,1038,10.588235294117647,
image-431,82,128,173,586,1081,10.25,
image-431,83,98,175,586,1114,9.75,
image-431,84,66,175,586,1142,9.75,
image-431,85,68,301,461,1081,9.5,
image-431,86,130,422,328,1081,10,
image-431,87,101,421,329,1111,10,
image-431,88,70,421,329,1141,10,
image-431,89,131,553,206,1078,10.25,
image-431,90,101,554,207,1110,9.75,
image-431,91,70,555,206,1141,9.75,
image-431,92,101,676,73,1078,10.1,
image-431,93,71,676,74,1139,10,
image-432,0,1176,24,742,35,11.333333333333334,
image-432,1,1172,109,130,39,10.584905660377359,
image-432,2,1112,632,45,97,11.181818181818182,
image-432,3,990,27,555,144,8.535376239921694,
image-432,4,982,60,712,236,9.333333333333334,
image-432,5,997,252,423,154,8.79879120879121,
image-432,6,1004,389,300,162,8.553729603729604,
image-432,7,989,520,171,148,8.661556036556037,
image-432,8,1002,646,49,166,8.577651515151516,
image-432,9,925,172,587,285,10.25,
image-432,10,890,170,587,319,10.75,
image-432,11,858,171,590,353,9.75,
image-432,12,925,299,460,285,10.25,
image-432,13,866,299,459,314,10.25,
image-432,14,926,422,328,286,10,
image-432,15,895,421,329,315,10,
image-432,16,864,421,329,346,10,
image-432,17,924,554,205,286,10.25,
image-432,18,893,552,207,318,10.25,
image-432,19,862,553,208,347,9.75,
image-432,20,892,674,77,287,9.7,
image-432,21,862,672,77,348,10.2,
image-432,22,792,291,204,417,10.892857142857142,
image-432,23,745,170,591,467,9.75,
image-432,24,744,310,475,469,15,
image-432,25,743,434,351,470,15,
image-432,26,743,558,229,471,13,
image-432,27,739,672,77,471,10.2,
image-432,28,714,170,589,496,10.25,
image-432,29,683,170,589,528,10.25,
image-432,30,713,296,461,497,10.75,
image-432,31,682,298,462,527,10,
image-432,32,711,421,329,498,10,
image-432,33,682,421,329,528,10,
image-432,34,710,550,209,500,10.25,
image-432,35,679,550,209,531,10.25,
image-432,36,708,671,78,501,10.2,
image-432,37,678,673,78,533,9.8,
image-432,38,607,62,710,604,14,
image-432,39,608,355,265,603,10.588235294117647,
image-432,40,562,172,590,648,9.5,
image-432,41,562,297,460,649,10.75,
image-432,42,560,421,329,651,10,
image-432,43,558,553,206,652,10.25,
image-432,44,558,675,77,652,9.6,
image-432,45,466,293,199,743,10.620689655172415,
image-432,46,420,172,590,789,9.5,
image-432,47,390,170,589,822,10.25,
image-432,48,359,169,590,852,10.25,
image-432,49,388,295,462,791,10.5,
image-432,50,358,298,463,853,9.75,
image-432,51,417,421,329,794,10,
image-432,52,384,419,330,825,10.2,
image-432,53,356,418,331,854,10.2,
image-432,54,416,551,208,795,10.25,
image-432,55,385,550,209,826,10.25,
image-432,56,354,549,210,856,10.25,
image-432,57,386,671,76,794,10.399999999999999,
image-432,58,354,672,78,854,10,
image-432,59,282,349,265,928,10.941176470588236,
image-432,60,154,62,712,1058,13,
image-432,61,238,169,590,973,10.25,
image-432,62,207,169,587,1002,11,
image-432,63,174,172,590,1034,9.5,
image-432,64,142,171,588,1068,10.25,
image-432,65,111,172,587,1099,10.25,
image-432,66,80,170,589,1130,10.25,
image-432,67,110,296,460,976,10,
image-432,68,80,298,461,1130,10.25,
image-432,69,233,421,329,978,10,
image-432,70,202,421,329,1009,10,
image-432,71,172,419,331,1039,10,
image-432,72,141,421,331,1069,9.6,
image-432,73,110,420,329,1100,10.2,
image-432,74,80,418,329,1130,10.6,
image-432,75,232,552,210,978,9.5,
image-432,76,202,552,209,1009,9.75,
image-432,77,171,551,208,1040,10.25,
image-432,78,140,552,209,1071,9.75,
image-432,79,109,552,210,1101,9.5,
image-432,80,78,553,208,1131,9.75,
image-432,81,79,671,77,978,9.866666666666667,
image-433,0,1185,272,281,27,10.73913043478261,
image-433,1,1184,724,40,24,12,
image-433,2,1127,631,40,85,11.727272727272727,
image-433,3,1017,37,547,136,8.5494782994783,
image-433,4,1001,37,671,215,8.363636363636363,
image-433,5,1002,189,586,215,8.333333333333334,
image-433,6,1010,260,419,143,8.60505698005698,
image-433,7,1018,393,289,150,8.697202797202797,
image-433,8,1003,526,171,136,8.60515873015873,
image-433,9,1016,653,42,150,8.628787878787879,
image-433,10,987,72,703,230,8.333333333333334,
image-433,11,943,297,200,269,10.821428571428571,
image-433,12,892,74,703,320,11.5,
image-433,13,892,177,584,319,9.75,
image-433,14,862,176,583,349,10.25,
image-433,15,832,176,583,378,10.25,
image-433,16,892,302,459,318,9.75,
image-433,17,833,303,456,348,10.25,
image-433,18,893,423,327,317,10,
image-433,19,864,425,322,348,10.6,
image-433,20,833,426,325,378,9.8,
image-433,21,892,558,203,318,9.75,
image-433,22,862,557,202,348,10.25,
image-433,23,833,556,203,377,10.25,
image-433,24,862,678,72,318,9.8,
image-433,25,833,680,72,377,9.6,
image-433,26,780,358,263,432,10.529411764705882,
image-433,27,735,175,584,474,10.25,
image-433,28,736,304,456,472,10,
image-433,29,734,425,324,473,10.2,
image-433,30,737,557,202,472,10.25,
image-433,31,737,682,70,473,9.6,
image-433,32,685,297,193,529,10.689655172413794,
image-433,33,618,77,700,594,11.5,
image-433,34,638,180,582,573,9.5,
image-433,35,608,180,579,602,10.25,
image-433,36,578,180,581,633,9.75,
image-433,37,639,306,453,570,10.25,
image-433,38,609,306,455,602,9.75,
image-433,39,580,315,474,636,11,
image-433,40,641,426,323,570,10.2,
image-433,41,610,426,323,601,10.2,
image-433,42,580,442,345,634,13,
image-433,43,641,557,202,570,10.25,
image-433,44,610,558,203,601,9.75,
image-433,45,641,680,72,570,9.6,
image-433,46,579,679,70,601,10,
image-433,47,516,360,262,695,10.470588235294118,
image-433,48,475,176,583,735,10.25,
image-433,49,445,176,587,765,9.25,
image-433,50,414,173,584,795,10.75,
image-433,51,384,174,587,827,9.75,
image-433,52,353,175,586,858,9.75,
image-433,53,323,174,587,887,9.75,
image-433,54,476,302,459,734,9.75,
image-433,55,415,300,459,764,10.25,
image-433,56,386,301,458,826,10.25,
image-433,57,355,300,459,855,10.25,
image-433,58,325,301,461,885,9.5,
image-433,59,478,424,326,733,10,
image-433,60,447,422,328,763,10,
image-433,61,417,421,327,793,10.4,
image-433,62,385,421,329,825,10,
image-433,63,356,422,328,855,10,
image-433,64,325,423,327,885,10,
image-433,65,477,553,206,734,10.25,
image-433,66,447,556,206,763,9.5,
image-433,67,417,553,204,794,10.75,
image-433,68,386,555,206,825,9.75,
image-433,69,357,556,207,855,9.25,
image-433,70,326,555,209,886,9,
image-433,71,325,676,72,734,9.933333333333332,
image-433,72,262,290,202,951,10.620689655172415,
image-433,73,221,71,705,989,12,
image-433,74,221,173,584,988,10.75,
image-433,75,191,176,585,1018,9.75,
image-433,76,161,175,588,1048,9.25,
image-433,77,192,299,459,987,10.375,
image-433,78,162,301,461,1049,9.5,
image-433,79,224,420,328,986,10.4,
image-433,80,192,422,328,1018,10,
image-433,81,163,422,328,1048,10,
image-433,82,223,555,207,985,9.5,
image-433,83,193,554,207,1018,9.75,
image-433,84,163,555,207,1047,9.5,
image-433,85,224,676,73,986,10.2,
image-433,86,162,675,74,1017,10.1,
image-433,87,99,357,263,1112,10.588235294117647,
image-433,88,58,172,587,1151,10.25,
image-433,89,58,300,459,1151,10.25,
image-433,90,60,420,328,1149,10.4,
image-433,91,60,554,205,1148,10.25,
image-433,92,61,677,73,1149,10,
image-434,0,1172,24,131,37,11.246666666666666,
image-434,1,986,30,35,98,12.488129441077856,
image-434,2,956,32,587,257,12.066666666666666,
image-434,3,837,31,673,303,8.955555555555556,
image-434,4,824,69,706,393,8.333333333333334,
image-434,5,848,140,544,305,8.66028971028971,
image-434,6,832,187,588,384,8.333333333333334,
image-434,7,908,269,518,312,6.5,
image-434,8,841,263,415,314,8.729523809523808,
image-434,9,849,393,287,320,8.760664335664334,
image-434,10,833,526,168,306,8.800264550264552,
image-434,11,847,655,39,321,8.303030303030303,
image-434,12,765,73,704,446,11.5,
image-434,13,698,73,701,513,13,
image-434,14,643,174,572,446,10.279999999999998,
image-434,15,643,307,447,447,10.25,
image-434,16,765,430,322,447,9.6,
image-434,17,734,430,317,477,10.6,
image-434,18,703,431,318,507,10.2,
image-434,19,674,436,319,538,9,
image-434,20,643,432,315,566,10.6,
image-434,21,764,559,200,446,10.25,
image-434,22,734,560,199,477,10.25,
image-434,23,704,564,198,506,9.5,
image-434,24,673,565,198,538,9.25,
image-434,25,643,566,193,567,10.25,
image-434,26,764,687,72,446,10.25,
image-434,27,733,688,73,477,9.75,
image-434,28,703,688,71,507,10.25,
image-434,29,674,691,70,538,9.75,
image-434,30,643,692,67,567,10.25,
image-434,31,591,191,83,621,10.313725490196079,
image-434,32,570,383,266,644,11.615384615384615,
image-434,33,531,74,698,681,14,
image-434,34,532,178,572,679,10,
image-434,35,502,188,571,710,10.25,
image-434,36,501,313,446,678,10,
image-434,37,532,435,313,679,10.4,
image-434,38,502,436,312,710,10.4,
image-434,39,531,570,193,678,9.25,
image-434,40,502,568,194,710,9.5,
image-434,41,532,695,64,678,10.25,
image-434,42,501,686,66,709,9.6,
image-434,43,449,368,247,762,10.882352941176471,
image-434,44,146,81,696,1065,11.5,
image-434,45,410,189,570,801,10.25,
image-434,46,379,191,570,832,9.75,
image-434,47,349,190,571,862,9.75,
image-434,48,318,192,569,893,9.75,
image-434,49,289,192,569,922,9.75,
image-434,50,258,193,570,953,9.25,
image-434,51,228,192,567,983,10.25,
image-434,52,197,192,567,1014,10.25,
image-434,53,166,192,567,1045,10.25,
image-434,54,137,194,567,1074,9.75,
image-434,55,106,195,566,1106,9.75,
image-434,56,257,311,443,802,10.416666666666666,
image-434,57,228,326,442,983,10.666666666666666,
image-434,58,197,327,444,1014,9.666666666666666,
image-434,59,166,326,442,1045,10.666666666666666,
image-434,60,136,325,440,1073,11.666666666666666,
image-434,61,105,328,442,1105,10,
image-434,62,410,433,314,801,10.6,
image-434,63,379,433,314,832,10.6,
image-434,64,349,434,313,862,10.6,
image-434,65,318,437,313,892,10,
image-434,66,288,438,312,923,10,
image-434,67,257,438,312,954,10,
image-434,68,226,438,312,984,10,
image-434,69,196,437,313,1014,10,
image-434,70,166,438,312,1045,10,
image-434,71,135,438,312,1075,10,
image-434,72,105,440,310,1105,10,
image-434,73,409,568,193,802,9.75,
image-434,74,105,558,170,832,9.806428571428569,
image-434,75,106,685,46,802,9.935064935064936,
image-434,76,63,81,23,1146,11.023809523809524,
image-434,77,39,47,177,1176,10.472727272727273,
image-435,0,1170,264,285,41,10.91304347826087,
image-435,1,1170,722,40,39,12.666666666666666,
image-435,2,1110,629,42,101,11.727272727272727,
image-435,3,1068,29,679,148,8.363636363636363,
image-435,4,991,28,678,163,8.427070707070708,
image-435,5,977,63,709,240,9.333333333333334,
image-435,6,1002,136,553,152,8.397291597291597,
image-435,7,987,180,595,230,8.333333333333334,
image-435,8,995,257,423,158,8.491208791208791,
image-435,9,1003,385,295,165,8.774125874125874,
image-435,10,988,518,171,150,8.775913900913901,
image-435,11,1002,646,48,166,9.25959595959596,
image-435,12,939,161,588,273,10.2,
image-435,13,878,160,589,302,10.2,
image-435,14,848,161,588,363,10.2,
image-435,15,939,296,463,272,10.25,
image-435,16,849,295,462,302,10.25,
image-435,17,939,418,331,272,10.2,
image-435,18,909,417,332,300,10.2,
image-435,19,878,418,331,333,10.2,
image-435,20,848,418,329,362,10.6,
image-435,21,941,553,208,272,9.75,
image-435,22,908,552,207,302,10.25,
image-435,23,878,551,208,333,10.25,
image-435,24,848,552,209,362,9.75,
image-435,25,940,677,73,271,10,
image-435,26,878,674,73,302,10.3,
image-435,27,848,677,73,362,10,
image-435,28,765,301,194,447,10.517241379310345,
image-435,29,681,68,710,531,11,
image-435,30,726,161,588,485,10.2,
image-435,31,695,171,588,515,10.25,
image-435,32,665,172,587,546,10.25,
image-435,33,726,300,462,485,9.5,
image-435,34,695,298,461,514,10.25,
image-435,35,665,300,459,546,10.25,
image-435,36,727,422,328,484,10,
image-435,37,697,422,328,515,10,
image-435,38,665,421,329,545,10,
image-435,39,726,560,199,485,10.25,
image-435,40,665,549,199,514,10.225,
image-435,41,727,677,72,484,10.2,
image-435,42,697,678,72,514,10,
image-435,43,666,678,72,545,10,
image-435,44,602,355,265,609,10.588235294117647,
image-435,45,564,178,584,646,9.5,
image-435,46,534,177,582,677,10.25,
image-435,47,503,178,584,706,9.5,
image-435,48,473,176,585,737,9.75,
image-435,49,442,177,586,769,9.25,
image-435,50,411,175,584,799,10.25,
image-435,51,380,176,583,831,10.25,
image-435,52,350,176,585,861,9.75,
image-435,53,321,176,585,890,9.75,
image-435,54,290,177,584,922,9.75,
image-435,55,260,176,583,950,10.25,
image-435,56,412,301,457,646,10,
image-435,57,259,301,456,829,10.116666666666667,
image-435,58,563,425,324,645,10.2,
image-435,59,534,424,323,677,10.6,
image-435,60,503,424,326,707,10,
image-435,61,473,423,327,738,10,
image-435,62,443,423,327,769,10,
image-435,63,412,424,323,798,10.6,
image-435,64,382,425,326,830,9.8,
image-435,65,350,425,327,860,9.6,
image-435,66,321,423,327,890,10,
image-435,67,290,424,323,921,10.6,
image-435,68,260,425,324,950,10.2,
image-435,69,290,550,196,646,9.999999999999998,
image-435,70,260,551,196,950,10.6,
image-435,71,260,678,68,647,10.018181818181818,
image-435,72,164,38,39,1016,12.627314814814815,
image-435,73,40,35,34,1076,12.625155509901273,
image-436,0,1170,30,125,38,11.264150943396228,
image-436,1,1105,35,37,100,12.133333333333333,
image-436,2,712,35,32,137,12.315669543253623,
image-436,3,438,34,28,528,12.589706793520355,
image-436,4,381,38,585,802,12.821428571428571,
image-436,5,42,37,25,831,12.402186414245769,
image-437,0,1180,274,281,31,10.652173913043478,
image-437,1,1186,729,36,24,11.666666666666666,
image-437,2,875,36,28,93,12.998445036170098,
image-437,3,846,40,589,367,12.214285714285714,
image-437,4,693,36,31,393,12.36538198517123,
image-437,5,665,42,675,549,11.857142857142858,
image-437,6,483,38,31,577,12.796307182202925,
image-437,7,331,36,32,759,12.78312616786522,
image-437,8,301,39,479,911,11.75,
image-437,9,238,40,34,940,12.343869731800766,
image-437,10,58,38,30,1000,12.123070355909453,
image-437,11,24,98,378,1188,9.257142857142858,
image-438,0,1173,24,738,38,12.666666666666666,
image-438,1,1171,114,125,42,10.584905660377359,
image-438,2,1047,333,40,101,12.071691176470589,
image-438,3,102,329,38,193,12.524667454289249,
image-438,4,71,335,38,1141,12.558823529411764,
image-438,5,41,335,36,1173,12.617647058823529,
image-439,0,1190,279,273,21,10.782608695652174,
image-439,1,1191,735,29,18,12,
image-439,2,1094,39,30,85,12.478070175438596,
image-439,3,1067,39,534,147,11.947368421052632,
image-439,4,794,38,30,173,12.603876828889234,
image-439,5,338,35,30,449,12.509084486117645,
image-439,6,187,38,32,904,12.156626678300828,
image-439,7,64,39,33,1056,12.233015640273706,
image-439,8,31,97,668,1181,11.666666666666666,
image-440,0,1178,35,732,34,11,
image-440,1,1175,125,117,36,10.528301886792454,
image-440,2,1112,39,37,101,12.271186440677965,
image-440,3,1082,39,388,131,12.03225806451613,
image-440,4,416,35,33,158,12.419619844400534,
image-440,5,233,35,33,824,12.41315314802157,
image-440,6,201,36,568,1010,12.25,
image-440,7,112,35,35,1038,12.473931623931625,
image-440,8,51,128,164,1159,9.407407407407407,
image-441,0,1167,277,281,44,10.521739130434783,
image-441,1,1170,729,36,41,11.666666666666666,
image-441,2,1105,78,40,105,12.4,
image-441,3,711,36,32,138,12.271029225323774,
image-441,4,560,37,34,528,12.612471934844816,
image-441,5,529,79,31,680,13.018867924528301,
image-441,6,73,35,30,712,12.330643401860153,
image-441,7,42,39,47,1167,12.310344827586206,
image-442,0,1171,29,735,42,12,
image-442,1,1168,114,125,44,10.584905660377359,
image-442,2,1013,30,38,105,12.181541538372997,
image-442,3,619,31,35,225,12.394635663059356,
image-442,4,286,29,35,618,12.45203352610634,
image-442,5,44,31,35,953,12.678788682311758,
image-443,0,1167,277,274,44,10.826086956521738,
image-443,1,1170,733,31,41,12,
image-443,2,953,36,28,107,12.543598960146047,
image-443,3,892,37,35,290,12.485862068965517,
image-443,4,529,29,34,347,12.67414872993716,
image-443,5,317,28,33,710,12.372935651059533,
image-443,6,165,31,36,927,12.654285457808257,
image-443,7,103,29,41,1074,12.374579124579125,
image-443,8,43,35,37,1134,12.428879310344827,
image-444,0,1175,33,119,34,10.654088050314465,
image-444,1,1111,36,40,101,11.868852459016393,
image-444,2,594,31,30,132,12.349220912605048,
image-444,3,565,39,465,647,12.333333333333334,
image-444,4,353,31,33,673,12.144432315854933,
image-444,5,323,31,40,888,12.789473684210526,
image-444,6,232,31,35,918,12.406326422115896,
image-444,7,74,33,35,1036,10.280120617944148,
image-444,8,47,32,633,1167,10.384615384615385,
image-445,0,1172,277,274,40,10.826086956521738,
image-445,1,1175,732,36,36,10.666666666666666,
image-445,2,1077,167,535,98,8.438888888888888,
image-445,3,1077,533,170,97,8.433838383838385,
image-445,4,1033,233,539,178,14,
image-445,5,1008,234,539,202,13.5,
image-445,6,1008,589,186,178,12.25,
image-445,7,971,303,250,241,10.73913043478261,
image-445,8,945,357,307,267,9.714285714285714,
image-445,9,805,36,41,305,10.59618124732991,
image-445,10,763,333,281,448,10.941176470588236,
image-445,11,565,230,540,471,12.9375,
image-445,12,564,586,168,471,11.96875,
image-445,13,474,232,542,711,12.5,
image-445,14,473,587,168,710,11.875,
image-445,15,423,288,232,765,10.185185185185185,
image-445,16,396,343,287,816,8.947368421052632,
image-445,17,301,33,35,859,10.491002263581489,
image-445,18,260,335,279,951,10.941176470588236,
image-445,19,41,231,542,993,12.4375,
image-445,20,216,587,186,993,13.5,
image-445,21,92,586,170,1018,11.4,
image-445,22,41,585,171,1145,11.625,
image-446,0,1167,38,116,41,13.454177897574123,
image-446,1,1097,295,225,117,10.37037037037037,
image-446,2,1072,297,227,143,9.857142857142858,
image-446,3,1046,349,278,166,9.105263157894736,
image-446,4,965,38,30,194,10.591255463538074,
image-446,5,930,343,271,281,10.941176470588236,
image-446,6,730,237,535,305,12.9375,
image-446,7,731,591,180,304,12.8125,
image-446,8,912,705,82,303,13,
image-446,9,680,292,231,508,9.901709401709402,
image-446,10,578,238,533,554,12.875,
image-446,11,657,594,181,555,12.5,
image-446,12,630,592,163,578,11.25,
image-446,13,582,594,180,605,13,
image-446,14,554,295,228,658,10.25925925925926,
image-446,15,529,316,254,686,10,
image-446,16,504,349,278,708,9.105263157894736,
image-446,17,433,40,33,753,10.940322580645162,
image-446,18,387,343,271,825,10.941176470588236,
image-446,19,334,237,537,850,12.75,
image-446,20,309,238,537,901,12.5,
image-446,21,358,594,183,853,11.5,
image-446,22,309,592,47,875,11.894444444444446,
image-446,23,282,342,275,928,10.764705882352942,
image-446,24,248,325,251,964,10.181818181818182,
image-446,25,223,349,284,992,9.823529411764707,
image-446,26,187,237,534,1022,14.5,
image-446,27,188,598,48,1022,11.846153846153847,
image-446,28,139,648,54,1052,9.7375,
image-446,29,87,238,536,1122,13,
image-446,30,63,600,45,1102,10.457142857142857,
image-446,31,39,661,91,1177,9.6,
image-447,0,1167,278,274,45,10.782608695652174,
image-447,1,1170,732,32,42,12,
image-447,2,957,232,539,101,13.5,
image-447,3,933,233,540,277,13.5,
image-447,4,1082,589,168,102,11.375,
